epsilon,trendsetter_percent,num_agents,weight_q,weight_exp,weight_obs,topology_type,beta,A,B,percent_A,percent_B,emerged
0.15,0,100,0.3,0.4,0.3,toroidal,0.1,99,0,100.0,0.0,Yes
0.15,0,100,0.1,0.7,0.2,toroidal,0.1,71,28,71.71717171717172,28.282828282828284,No
0.15,0,150,0.6,0.3,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.5,0.4,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.4,0.4,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.5,0.2,0.3,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.3,0.5,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.2,0.6,0.2,toroidal,0.1,135,14,90.60402684563758,9.395973154362416,Yes
0.15,0,150,0.6,0.2,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.45,0.45,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.33,0.33,0.34,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.25,0.5,0.25,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.2,0.4,0.4,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.7,0.2,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.55,0.25,0.2,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.35,0.5,0.15,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.3,0.4,0.3,toroidal,0.1,149,0,100.0,0.0,Yes
0.15,0,150,0.1,0.7,0.2,toroidal,0.1,104,45,69.79865771812081,30.201342281879196,No
0.15,5,100,0.6,0.3,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.5,0.4,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.4,0.4,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.5,0.2,0.3,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.3,0.5,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.2,0.6,0.2,toroidal,0.1,90,5,94.73684210526316,5.2631578947368425,Yes
0.15,5,100,0.6,0.2,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.45,0.45,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.33,0.33,0.34,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.25,0.5,0.25,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.2,0.4,0.4,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.7,0.2,0.1,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.55,0.25,0.2,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.35,0.5,0.15,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.3,0.4,0.3,toroidal,0.1,95,0,100.0,0.0,Yes
0.15,5,100,0.1,0.7,0.2,toroidal,0.1,70,25,73.6842105263158,26.31578947368421,No
0.15,5,150,0.6,0.3,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.5,0.4,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.4,0.4,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.5,0.2,0.3,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.3,0.5,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.2,0.6,0.2,toroidal,0.1,125,18,87.41258741258741,12.587412587412587,No
0.15,5,150,0.6,0.2,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.45,0.45,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.33,0.33,0.34,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.25,0.5,0.25,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.2,0.4,0.4,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.7,0.2,0.1,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.55,0.25,0.2,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.35,0.5,0.15,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.3,0.4,0.3,toroidal,0.1,143,0,100.0,0.0,Yes
0.15,5,150,0.1,0.7,0.2,toroidal,0.1,114,29,79.72027972027972,20.27972027972028,No
0.15,10,100,0.6,0.3,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.5,0.4,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.4,0.4,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.5,0.2,0.3,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.3,0.5,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.2,0.6,0.2,toroidal,0.1,83,7,92.22222222222223,7.777777777777778,Yes
0.15,10,100,0.6,0.2,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.45,0.45,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.33,0.33,0.34,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.25,0.5,0.25,toroidal,0.1,89,1,98.88888888888889,1.1111111111111112,Yes
0.15,10,100,0.2,0.4,0.4,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.7,0.2,0.1,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.55,0.25,0.2,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.35,0.5,0.15,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.3,0.4,0.3,toroidal,0.1,90,0,100.0,0.0,Yes
0.15,10,100,0.1,0.7,0.2,toroidal,0.1,63,27,70.0,30.0,No
0.15,10,150,0.6,0.3,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.5,0.4,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.4,0.4,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.5,0.2,0.3,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.3,0.5,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.2,0.6,0.2,toroidal,0.1,116,19,85.92592592592592,14.074074074074074,No
0.15,10,150,0.6,0.2,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.45,0.45,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.33,0.33,0.34,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.25,0.5,0.25,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.2,0.4,0.4,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.7,0.2,0.1,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.55,0.25,0.2,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.35,0.5,0.15,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.3,0.4,0.3,toroidal,0.1,135,0,100.0,0.0,Yes
0.15,10,150,0.1,0.7,0.2,toroidal,0.1,102,33,75.55555555555556,24.444444444444443,No
0.2,0,100,0.6,0.3,0.1,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.5,0.4,0.1,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.4,0.4,0.2,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.5,0.2,0.3,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.3,0.5,0.2,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.2,0.6,0.2,toroidal,0.1,85,14,85.85858585858585,14.141414141414142,No
0.2,0,100,0.6,0.2,0.2,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.45,0.45,0.1,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.33,0.33,0.34,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.25,0.5,0.25,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.2,0.4,0.4,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.7,0.2,0.1,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.55,0.25,0.2,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.35,0.5,0.15,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.3,0.4,0.3,toroidal,0.1,99,0,100.0,0.0,Yes
0.2,0,100,0.1,0.7,0.2,toroidal,0.1,72,27,72.72727272727273,27.272727272727273,No
0.2,0,150,0.6,0.3,0.1,toroidal,0.1,149,0,100.0,0.0,Yes
